registro_sistema,titulo,autor,assunto_principal,tipo_material,biblioteca,exemplares,emp_2018,emp_2019,emp_2020,emp_2022,total_emprestimos,media_por_exemplar
211501,Google Sketchup Pro :,"Oliveira, Marcos Bandeira.",Computação gráfica,Livro,Biblioteca Setorial Prof. Dr. Marcelo Bezerra de Melo Tinôco - DARQ - ­CT,1,0,0,0,0,0,0.0
235614,Desenho de uma poiesis,"Cardoso, Daniel Ribeiro.",Artes gráficas -,Livro,Biblioteca Setorial Prof. Dr. Marcelo Bezerra de Melo Tinôco - DARQ - ­CT,4,0,0,0,0,0,0.0
270151,A memória do digital e outras questões das artes e museologia,,Arte por computador,Livro,Biblioteca Setorial Prof. Dr. Marcelo Bezerra de Melo Tinôco - DARQ - ­CT,1,0,0,0,0,0,0.0
83453,IBM PC e suas aplicações,"Press, Laurence.",IBM (Computadores),Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
91992,Conquistando o Symphony,"Bolocan, David.",Programa de computador,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
98042,Banco de dados :,Universidade Federal do Rio Grande do Norte.,Universidade Federal do Rio Grande do Norte -,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
106285,DOS for Dummies,"Gookin, Dan.",Sistema operacional,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
106288,DOS 6.2 :,"Siqueira, José de oliveira.",Sistema operacional -,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
106332,Using Word 6 para windows,"Stevenson, Nancy.",Programa de computador,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
106342,XENIX :,"Woodcock, Joanne.",Sistema operaciona -,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
106343,Introdução ao PERT básico,"Genari, Breno,",Programa de computador,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
106346,Dbase III plus programação :,"Magri, João Alexandre.",Programa de computador,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
106439,PC Tools deluxe :,"Townsend, Carl.",Programa de computar,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
106442,Programação e processamento :,"Vasconcellos, Augusto de.",Programas de computador,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
106700,Uma metodologia para o planejamento e o desenvolvimento de sistemas de informação,"Jobim Filho, Paulo.",Análise de sistemas,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
107181,CP/M® :,"Pricladnitzki, Beatriz Back.",CP-M (Sistema operacional de computador),Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
107500,Estudo dirigido linguagem C,"Manzano, Jose Augusto N. G.",C (Linguagem de programção de computador),Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
120682,Macs for dummies,"Pogue, David,",Informática,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
120708,Faster smarter Microsoft Windows XP,"Bott, Ed.",Informatica,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
134976,Pequena história da química :,"Maar, Juergen Heinrich.",Química,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
135110,Como navegar na Web,"Milner, Annalisa.",Informática,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
135111,Como criar apresentações,"Burrows, Terry.",Informática,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,1,0,0,0,0,0,0.0
171850,Digital image processing,"Gonzalez, Rafael C.",Processamento de imagens -,Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,5,2,0,0,0,2,0.4
189525,MATLAB for neuroscientists :,,MATLAB (Programa de computador),Livro,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,3,2,0,0,0,2,0.67
5253,Dbase III :,"Byers, Robert A.,",Programas de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
5487,O visicalc,"Castlewitz, David M.,",Programação (Computadores),Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
8563,Abc do MS/DOS,"Miller, Alan R.,",MS-DOS (Sistema operacional de computador),Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
9167,CAD / CAM :,"Besant, C. B.,",Sistemas CAD/CAM,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
18388,Programação e métodos computacionais,"Pacitti, Tercio,",Programação (Computadores),Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,2,0,0,0,0,0,0.0
30012,Fundamentos de computação gráfica :,,Computação gráfica,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
49755,PC ASSEMBLER :,"Quadros, Daniel G. A. (Daniel Gerk de Azevedo)",Assembler (Linguagem de programação de computador),Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
52690,Organização e programação de computadores,"Gear, C. William (Charles William),",Programação (Computadores),Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
62832,Anais SBMIDIA'99 :,"Simpósio Brasileiro de Sistemas de Multimídia e Hipermídia (5. : 1999 : Goiânia, GO).",Simpósio Brasileiro de Sistemas de Multimídia e Hipermídia,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
63298,Fortran-monitor :,"Pacitti, Tercio,",Linguagem de programação de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91845,77 programas para a linha PC :,"Abreu, Carlos Alberto de Castro e.",Programa de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91847,Word for Windows 2 :,"Campbell, Bob.",Programa de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91879,Introduction to FORTRAN IV programming: using the WATFOR compilers,"Blatt, John Markus.",Programação de computadores,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91880,PC World :,"Harvey, Greg.",Programa de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91883,Usando Norton utilities 5.0,"Elliott, Alan C.",Programas de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91884,Quattro Pro para Windows,"Campbell, Mary V.",Programa de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91885,dBase II :,"Magri, João Alexandre.",Programa de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91887,Les cahiers du basic sur oric-1 et atmos,"Boisgontier, Jacques.",Programa de computadores,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91899,Oric:,"Zaks, Rodnay.",Informática,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91900,Jeux en basic sur:,"Monsaut, Pierre.",Programa de computadores,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91902,Inglês para processamento de dados,"Galante, Terezinha Prado.",Processamento de dados,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91921,JCL Sistema/370,"Brown, Gary DeWard.",Linguagem de Programação -,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91988,Turbo C! :,"Grady, M. Tim.",Programa de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91990,PC tools deluxe 6.0,"Grillo, Maria Celia Arruda.",Sistema operacional,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91992,Conquistando o Symphony,"Bolocan, David.",Programa de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91994,BASIC :,"Amsbury, Wayne,",Linguagem de programação de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91997,Harvard Graphics :,"Salviati, Telma Marcela.",Programa de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91998,WordPerfect 5.1 em 20 lições,"Belserene, Rita.",Programa de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
91999,Harvard graphics :,"Purdum, Jack J.",Programa de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
92001,Sugestões para o programador Basic,"Savage, Earl R.",Programa de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
92024,Fortran-monitor :,"Pacitti, Tercio,",Linguagem de programação de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
92048,CP-500:,,Linguagem de programação de computador,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,2,0,0,0,0,0,0.0
92828,Neural networks in bioprocessing and chemical engineering,"Baughman, D. R.",Redes neurais -,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
126986,Redes de computadores,"Ross, Júlio.",Redes de computação,Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,4,0,0,0,0,0,0.0
207714,Desenvolvimento de software para a automatização do laboratório PVT de óleos pesados,"Volpatto, Diego Tavares.",Software -,Monografia,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,1,0,0,0,0,0,0.0
117591,Excel para engenharia :,"Moura, Luiz Fernando de",Excel (Programa de computador),Livro,Biblioteca Setorial Prof. Horácio Nicolas Solimo - ­ Engenharia Química - EQ - CT,2,1,0,0,0,1,0.5
98042,Banco de dados :,Universidade Federal do Rio Grande do Norte.,Universidade Federal do Rio Grande do Norte -,Livro,Biblioteca Setorial Prof. Leopoldo Nelson - ­Centro de Biociências - CB,3,0,0,0,0,0,0.0
207061,Understanding bioinformatics,"Zvelebil, Marketa.",Bioinformática,Livro,Biblioteca Setorial Prof. Leopoldo Nelson - ­Centro de Biociências - CB,3,0,0,0,0,0,0.0
1674,Programação cobol,"Bastos, Alex C.",COBOL (Linguagem de programação de computador),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
3162,Projeto de sistemas de processamento de dados,"Dias, Donaldo de Souza,",Processamento eletrônico de dados,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,3,0,0,0,0,0,0.0
5168,Programação Fortran para estudantes de ciências e engenharia,"Dias, Donaldo de Souza,",FORTRAN (Linguagem de programação de computador),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
5242,Introdução a sistemas de bancos de dados,"Date, C. J.",Banco de dados,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
8096,Programando em MODULA-2,"Wirth, Niklaus",Modula-2 (Linguagem de programação de computador),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
8533,Pascal e técnicas de programação,"Schmitz, Eber Assis.",PASCAL (Linguagem de programação de computador),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
8537,"PC-DOS, MS-DOS :","Sheldon, Thomas.",MS-DOS (Sistema operacional de computador),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
8587,Turbo C avançado :,"Schildt, Herbert,",Turbo C (Linguagem de programação de computador),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
8706,Administrando o ciclo de vida do sistema,"Yourdon, Edward,",Software -,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
9016,Dominando o turbo Pascal 5,"Hergert, Douglas,",Turbo Pascal (Linguagem de programação de computador),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
9066,Basic aplicado :,"Prates Júnior, Rubens da Silva",BASIC (Linguagem de programação de computador),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
9550,Treinamento em Linguagem C :,"Mizrahi, Victorine Viviane.",C (Linguagem de programação de computador),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
9772,Sistemas operacionais :,"Davis, William S.,",Sistema operacional,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,2,0,0,0,0,0,0.0
9855,Comunicação de dados,"Alves, Luiz.",Processamento eletrônico de dados,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
11007,Desvendando o Hardware do PC,"Rosch, Winn L.",Microcomputadores,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
12074,Introdução ao TURBO BASIC,"Pimentel, Hercules Gomes.",Turbo BASIC (Linguagem de programação de computador),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
12329,Protocolos :,"Alves, Luiz.",Rede de computador -,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
12335,Computação gráfica :,,Computação gráfica,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
12489,Redes locais de microcomputadores IBM Pc e compatíveis,"Alves, Luiz.",Redes de computadores,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
12928,Informática para bibliotecas,"Rowley, J. E.,",Bibliotecas -,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
16593,Informática :,"Meirelles, Fernando de Souza",Informática,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
17152,Dominando o Delphi 4 :,"Cantu, Marco.",Delphi (Programa de computador),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
17573,Redes de computadores,"Tanenbaum, Andrew S.,",Redes de computadores,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,2,0,0,0,0,0,0.0
18386,Programação e métodos computacionais,"Pacitti, Tercio,",Programação (Computadores),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,2,0,0,0,0,0,0.0
18389,Programação e métodos computacionais,"Pacitti, Tercio,",Programação (Computadores),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,2,0,0,0,0,0,0.0
18390,Programação e métodos computacionais,"Pacitti, Tercio,",Programação (Computadores),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
20932,Análise baseada em objetos,"Coad, Peter",Análise de sistemas,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,3,0,0,0,0,0,0.0
22389,Programando para Linux,"Volkerding, Patrick.",Linux (Sistema operacional de computador),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,2,0,0,0,0,0,0.0
24175,Organização estruturada de computadores,"Tanenbaum, Andrew S.,",Arquitetura de computador,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,3,0,0,0,0,0,0.0
24836,Projeto baseado em objetos,"Coad, Peter.",Programação orientada a objetos (Computação),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,3,0,0,0,0,0,0.0
24919,Redes de computadores,"Tanenbaum, Andrew S.,",Redes de computação,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,7,0,0,0,0,0,0.0
25581,Redes de computadores :,"Soares, Luiz Fernando Gomes.",Redes de computadores,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,2,0,0,0,0,0,0.0
25969,Sistema de banco de dados,"Silberschatz, Abraham.",Banco de dados,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
26582,Algorítmos e estruturas de dados,"Guimarães, Angelo de Moura",Algoritmos,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
27034,Introdução a ciência da computação,"Guimarães, Angelo de Moura.",Processamento eletrônico de dados,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
29061,Análise estruturada de sistemas,"Gane, Chris,",Análise de sistemas,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,5,0,0,0,0,0,0.0
30067,Internet para leigos,"Levine, John R.",Internet,Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
32175,"Guia do usuário Microsoft, MS-DOS, 6.22 :",,MS-DOS (Sistema operacional de computador),Livro,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,1,0,0,0,0,0,0.0
