registro_sistema,titulo,sub_titulo,assunto,autor,tipo_material,quantidade,ano,edicao,editora,isbn,assunto_lista,assunto_principal
127165,Predição não-linear de curvas de produção de petróleo via redes neurais recursivas,,Redes neurais artificais -#$&Dissertação.#$&Predição -#$&Dissertação.#$&Simulação numérica -#$&Dissertação.#$&Artifical neural networks.#$&Prediction.#$&Numerical simulation.,"Araújo Júnior, Aldayr Dantas de.",Dissertação,1,2010.0,,,,"['Redes neurais artificais -', 'Dissertação', 'Predição -', 'Dissertação', 'Simulação numérica -', 'Dissertação', 'Artifical neural networks', 'Prediction', 'Numerical simulation']",Redes neurais artificais -
127176,The importance of being fuzzy :,and other insights from the border between math and computers /,Computação.#$&Sistemas fuzzy.,"Sangalli, Arturo,",Livro,2,1998.0,,"Princeton University Press,",,"['Computação', 'Sistemas fuzzy']",Computação
127277,Pro Tools overdrive!,,Pro Tools (Programa de computador).#$&Editor de audio digital.#$&Processamento de som por computador.,"Donner, Matt.",Livro,1,2005.0,,"Thomson Course Technology,",,"['Pro Tools (Programa de computador)', 'Editor de audio digital', 'Processamento de som por computador']",Pro Tools (Programa de computador)
127446,"Ambientes hipermidiáticos,",volume I /,Multimídia interativa.#$&Sistemas hipertexto.,,Livro,1,2006.0,,"Ciência Moderna,",,"['Multimídia interativa', 'Sistemas hipertexto']",Multimídia interativa
127506,Organização estruturada de computadores,,Arquitetura de computador.#$&Computadores digitais.#$&Informática.#$&Computadores eletrônicos digitais -#$&Programação.,"Tanenbaum, Andrew S.,",Livro,14,2007.0,5. ed. -,"Person :#$&Prentice Hall,",,"['Arquitetura de computador', 'Computadores digitais', 'Informática', 'Computadores eletrônicos digitais -', 'Programação']",Arquitetura de computador
128027,SISOnt :,Sistema de Infomação em Saúde Baseado em Ontologias /,Ontologias -#$&Dissertação.#$&Banco de dados -#$&Dissertação.#$&Sistemas de informação em saúde -#$&Dissertação.#$&Ontologies.#$&Databases.#$&Health information systems.,"Medeiros, Wilma Maria da Costa.",Dissertação,1,2009.0,,,,"['Ontologias -', 'Dissertação', 'Banco de dados -', 'Dissertação', 'Sistemas de informação em saúde -', 'Dissertação', 'Ontologies', 'Databases', 'Health information systems']",Ontologias -
128028,Multi-resolução com fóvea móvel pra redução e abstração da dados em tempo real,,Visão robótica -#$&Dissertação.#$&Fóvea móvel -#$&Dissertação.#$&Multi-resolução -#$&Dissertação.#$&Roboties vision.#$&Moving fovea.#$&Multi-resolution.,"Gomes, Rafael Beserra.",Dissertação,1,2009.0,,,,"['Visão robótica -', 'Dissertação', 'Fóvea móvel -', 'Dissertação', 'Multi-resolução -', 'Dissertação', 'Roboties vision', 'Moving fovea', 'Multi-resolution']",Visão robótica -
128032,Uma arquitetura baseado em agentes para configuração dinâmica de aplicações inteligentes em ambiente foundation fieldbus,,Redes industriais -#$&Tese.#$&Sistemas multiagente -#$&Tese.#$&Redes neurais -#$&Tese.#$&Aprendizagem de máquina -#$&Tese.#$&Industrial networks.#$&Multi-agents systems.#$&Neural networks.#$&Machine learning.,"Machado, Vinícius Ponte.",Tese,1,2009.0,,,,"['Redes industriais -', 'Tese', 'Sistemas multiagente -', 'Tese', 'Redes neurais -', 'Tese', 'Aprendizagem de máquina -', 'Tese', 'Industrial networks', 'Multi-agents systems', 'Neural networks', 'Machine learning']",Redes industriais -
128092,GATE - uma abrodagem baseada em middleware para aplicações interperceptivas envolvendo múltiplos dispositivos,,Sistemas distribuídos -#$&Tese.#$&Protocolos de comunicação -#$&Tese.#$&Interpercepção -#$&Tese.#$&Middleware -#$&Tese.#$&Distributed systems.#$&Middleware.#$&Communication protocols.#$&Interpeception.,"Dantas, Rummenigge Rudson.",Tese,1,2009.0,,,,"['Sistemas distribuídos -', 'Tese', 'Protocolos de comunicação -', 'Tese', 'Interpercepção -', 'Tese', 'Middleware -', 'Tese', 'Distributed systems', 'Middleware', 'Communication protocols', 'Interpeception']",Sistemas distribuídos -
128095,Estratégias de aplicações sequenciais e paralelas da metaheurística otimização por enxame de partículas ao problema do caixeiro viajante,,Problema do caixeiro viajante -#$&Dissertação.#$&Computação evolucionária -#$&Dissertação.#$&Enxame de partículas -#$&Otimização.#$&Dissertação.#$&Metaheurística -#$&Dissertação.#$&Traveling salesman problem.#$&Evolutionary computation.#$&Particle swarm.#$&Metaheuristic.#$&Optimization.,"Silva, Thales Lima.",Dissertação,1,2008.0,,,,"['Problema do caixeiro viajante -', 'Dissertação', 'Computação evolucionária -', 'Dissertação', 'Enxame de partículas -', 'Otimização', 'Dissertação', 'Metaheurística -', 'Dissertação', 'Traveling salesman problem', 'Evolutionary computation', 'Particle swarm', 'Metaheuristic', 'Optimization']",Problema do caixeiro viajante -
128166,CorelDraw 11 :,passo a passo lite /,CorelDRAW (Programa de computador).#$&Computação gráfica.,"Schwartz, Steven A.,",Livro,20,2004.0,,"Pearson Education do Brasil,",,"['CorelDRAW (Programa de computador)', 'Computação gráfica']",CorelDRAW (Programa de computador)
128208,Análise de pontos de função:,"medição, estimativas e gerência de projetos/",Análise de sistemas.#$&Projeto de sistemas.,"Vazquez, Carlos Eduardo.",Livro,2,2004.0,2.ed.,"Érica,",,"['Análise de sistemas', 'Projeto de sistemas']",Análise de sistemas
128209,Engenharia de software com CMM,,Engenharia de software.#$&Software -#$&Desenvolvimento -#$&Controle de qualidade.,"Fiorini, Soeli T.",Livro,2,1998.0,,"Brasport,",,"['Engenharia de software', 'Software -', 'Desenvolvimento -', 'Controle de qualidade']",Engenharia de software
128218,CrossMDA-SPL :,uma abordagem para gerência de variabilidades dirigida por modelos e aspectos /,Modelagem de sistema -#$&Dissertação.#$&Desenvolvimento de software orientado a aspectos -#$&Dissertação.#$&Desenvolvimento dirigido por modelos -#$&Dissertação.#$&Engenharia de domínio -#$&Dissertação.#$&Modeling system.#$&Aspect-oriented software development.#$&Model-driven development.#$&Domain engineering.,"Filgueira, Geam Carlos de Araújo.",Dissertação,1,2009.0,,,,"['Modelagem de sistema -', 'Dissertação', 'Desenvolvimento de software orientado a aspectos -', 'Dissertação', 'Desenvolvimento dirigido por modelos -', 'Dissertação', 'Engenharia de domínio -', 'Dissertação', 'Modeling system', 'Aspect-oriented software development', 'Model-driven development', 'Domain engineering']",Modelagem de sistema -
128230,Geração automática de testes a partir de descrições de linguagens,,Linguagens de programação de computador -#$&Dissertação.#$&Teste de caixa-preta -#$&Dissertação.#$&Linguagens formais -#$&Dissertação.#$&Linguagem lua -#$&Dissertação.#$&Geração automática -#$&Dissertação.#$&ASF (Algebraic Specification Formalism) -#$&Dissertação.#$&SDF (Syntax Definition Formalism) -#$&Dissertação.#$&Computer programming languages.#$&Black-box  testing.#$&Formal language.#$&Lua language.#$&Automatic generation.#$&ASF (Algebraic Specification Formalism).#$&SDF (Syntax Definition Formalism).,"Antunes, Cleverton Hentz.",Dissertação,1,2009.0,,,,"['Linguagens de programação de computador -', 'Dissertação', 'Teste de caixa-preta -', 'Dissertação', 'Linguagens formais -', 'Dissertação', 'Linguagem lua -', 'Dissertação', 'Geração automática -', 'Dissertação', 'ASF (Algebraic Specification Formalism) -', 'Dissertação', 'SDF (Syntax Definition Formalism) -', 'Dissertação', 'Computer programming languages', 'Black-box  testing', 'Formal language', 'Lua language', 'Automatic generation', 'ASF (Algebraic Specification Formalism)', 'SDF (Syntax Definition Formalism)']",Linguagens de programação de computador -
128238,Usabilidade na Web :,[projetando websites com qualidade] /,Internet (Redes de computação).#$&Sites da Web -#$&Desenho.#$&Interface gráfica com o usuário (Sistemas de computação).,"Nielsen, Jakob.",Livro,25,2007.0,,"Elsevier,",,"['Internet (Redes de computação)', 'Sites da Web -', 'Desenho', 'Interface gráfica com o usuário (Sistemas de computação)']",Internet (Redes de computação)
128240,Computação gráfica :,[teoria e prática] /,Computação gráfica.,"Conci, Aura,",Livro,31,2008.0,,"Elsevier,",9788535223293,['Computação gráfica'],Computação gráfica
128256,Um protocolo de comunicação multicast na camada de aplicação com consciência de localização,,Comunicação multicast na camada de aplicação -#$&Tese.#$&Gerenciamento de grupo -#$&Tese.#$&Consciência de localização -#$&Tese.#$&Application-layer multicast.#$&Group management.#$&Locality-aware.,"Oliveira, Marlos André Marques Simões de.",Tese,1,2010.0,,,,"['Comunicação multicast na camada de aplicação -', 'Tese', 'Gerenciamento de grupo -', 'Tese', 'Consciência de localização -', 'Tese', 'Application-layer multicast', 'Group management', 'Locality-aware']",Comunicação multicast na camada de aplicação -
128311,Informática para concursos :,teoria e questões /,"Informática.#$&Concursos.#$&Informática.#$&Problemas, questões, exercícios.","Antonio, João.",Livro,3,2009.0,4. ed. rev. e ampl. -,"Elsevier,",9788535232127,"['Informática', 'Concursos', 'Informática', 'Problemas, questões, exercícios']",Informática
128342,Sistemas digitais :,princípios e aplicações /,Eletrônica digital.#$&Microprocessadores.#$&Circuitos elétricos.,"Tocci, Ronald J.",Livro,20,2007.0,10. ed. -,"Pearson Prentice Hall,",9788576050957,"['Eletrônica digital', 'Microprocessadores', 'Circuitos elétricos']",Eletrônica digital
128395,Inteligência artificial,,Inteligencia artificial.,"Russell, Stuart J.",Livro,18,2004.0,,"Elsevier :#$&Campus,",,['Inteligencia artificial'],Inteligencia artificial
128396,Arquitetura e organização de computadores,,Arquitetura de computador.#$&Organização de computador.,"Stallings, William,",Livro,57,2010.0,8. ed. -,"Pearson,",9788576055648,"['Arquitetura de computador', 'Organização de computador']",Arquitetura de computador
128408,Internet para profissionais de saúde,Flávio Eduardo Frony Morgado. -,Internet -#$&Profissioanis da saúde.#$&Fontes de informação -#$&Profissionais da saúde.,"Morgado, Flávio Eduardo Frony.",Livro,8,2008.0,,"Ciência Moderna,",9788573936124,"['Internet -', 'Profissioanis da saúde', 'Fontes de informação -', 'Profissionais da saúde']",Internet -
128450,Simulação computacional do escoamento em bombas de cavidades progressivas,,Simulação computacional -#$&Dissertação.#$&Ebfvm(Método dos volumes finitos baseado em elementos) -#$&Dissertação.#$&Escoamento 3D-t -#$&Dissertação.#$&Bombas de cavidades progressivas (BCP) -#$&Dissertação.#$&Computacional simulation.#$&Element based finite volume method.#$&3D-t flow.#$&Progressive Cavity Pump(PCPs).,"Pessoa, Paulo Alison Sousa. -",Dissertação,1,2009.0,,,,"['Simulação computacional -', 'Dissertação', 'Ebfvm(Método dos volumes finitos baseado em elementos) -', 'Dissertação', 'Escoamento 3D-t -', 'Dissertação', 'Bombas de cavidades progressivas (BCP) -', 'Dissertação', 'Computacional simulation', 'Element based finite volume method', '3D-t flow', 'Progressive Cavity Pump(PCPs)']",Simulação computacional -
128483,CDI :,dez anos de conquistas sociais. -,Informática.#$&Inclusão digital.,Comitê para Democratização da Informática.,Livro,2,2004.0,,"D'Lippi Arte Editorial,",,"['Informática', 'Inclusão digital']",Informática
128493,Ambientes virtuais de aprendizagem,,Ensino auxiliado por computador.#$&Inovações educacionais.#$&Tecnologia educacional.#$&Educação -#$&Recursos de rede de computador.,,Livro,11,2005.0,,"ArTmed,",8536305150,"['Ensino auxiliado por computador', 'Inovações educacionais', 'Tecnologia educacional', 'Educação -', 'Recursos de rede de computador']",Ensino auxiliado por computador
128596,Sistema de banco de dados,,Banco de dados.,"Korth, Henry F.",Livro,2,1989.0,,"McGraw-Hill,",,['Banco de dados'],Banco de dados
128635,1001 dicas e conselhos úteis para usar melhor seu computador :,um guia prático para aproveitar as possibilidades do seu PC e da Internet. -,Computadores -#$&Obras populares.,,Livro,1,2002.0,1. ed. -,"Reader's Digests,",,"['Computadores -', 'Obras populares']",Computadores -
128679,Implementing SAP R/3 :,how to introduce a large system into a large organization /,Computer integrated manufacturing systems.#$&Client/server computing.#$&Reengineering (Management),"Bancroft, Nancy H.,",Livro,1,1996.0,,"Manning,",,"['Computer integrated manufacturing systems', 'Client/server computing', 'Reengineering (Management)']",Computer integrated manufacturing systems
128680,IT risk :,turning business threats into competitive advantage /,Tecnologia da informação -#$&Admnistração.#$&Sistemas de informação gerencial.#$&Gerenciamento de riscos.#$&Tecnologia da Informação - #$&Medidas de segurança.,"Westerman, George,",Livro,1,2007.0,,"Harvard Business School Press,",,"['Tecnologia da informação -', 'Admnistração', 'Sistemas de informação gerencial', 'Gerenciamento de riscos', 'Tecnologia da Informação -', 'Medidas de segurança']",Tecnologia da informação -
128760,Desvendando periféricos e extensões:,"abrange quase todos os periféricos e expansões para o IBNPC, PS/2 e compatíveis, incluindo laptops /",Microcomputadores.#$&Hardware.,"Norton, Peter,",Livro,1,1993.0,,"Campus,",,"['Microcomputadores', 'Hardware']",Microcomputadores
128761,Cartilha de segurança para Internet :,versão 3.1 /,Computadores -#$&Medidas de segurança.,,Livro,3,2006.0,,"Comitê Gestor da Internet no Brasil,",,"['Computadores -', 'Medidas de segurança']",Computadores -
128777,Questões comentadas de informática,,"Informática -#$&Problemas, questões, exercícios.","Souza, Glaucio Diniz de.",Livro,1,2000.0,2. ed. -,"Vestcon,",,"['Informática -', 'Problemas, questões, exercícios']",Informática -
128862,Offshore outsourcing :,"business models, roi and best practices /",Estratégia.#$&Modelos de negócios.,"Robinson, Marcia.",Livro,1,2004.0,2. ed. -,"Mivar Press, Inc.,",0974827010,"['Estratégia', 'Modelos de negócios']",Estratégia
128863,iCon :,"Steve Jobs, the greatest second act in the history of business /","Jobs, Steven,#$&Apple Computer, Inc.#$&History.#$&Engenharia da computação.#$&Estados Unidos.","Young, Jeffrey S.,",Livro,1,2005.0,,"Wiley,",0471720836,"['Jobs, Steven,', 'Apple Computer, Inc', 'History', 'Engenharia da computação', 'Estados Unidos']","Jobs, Steven,"
